species,observation_id,photo_id,url,licence,attribution,lat,lon,east_africa,split,filename
Rhizophora mucronata,15066272,22495427,https://inaturalist-open-data.s3.amazonaws.com/photos/22495427/medium.jpg,cc-by,"(c) Leonel Roget, some rights reserved (CC BY)",-6.2415572,39.4139503,1,test,Rhizophora_mucronata_22495427.jpg
Rhizophora mucronata,15066295,22496356,https://inaturalist-open-data.s3.amazonaws.com/photos/22496356/medium.jpeg,cc-by,"(c) Leonel Roget, some rights reserved (CC BY)",-6.2415572,39.4139503,1,test,Rhizophora_mucronata_22496356.jpg
Rhizophora mucronata,40657066,64446412,https://inaturalist-open-data.s3.amazonaws.com/photos/64446412/medium.jpg,cc-by,"(c) Diogo Luiz, some rights reserved (CC BY)",-6.2415573,39.4139504,1,test,Rhizophora_mucronata_64446412.jpg
Rhizophora mucronata,40657066,64446420,https://inaturalist-open-data.s3.amazonaws.com/photos/64446420/medium.jpg,cc-by,"(c) Diogo Luiz, some rights reserved (CC BY)",-6.2415573,39.4139504,1,test,Rhizophora_mucronata_64446420.jpg
Rhizophora mucronata,73469406,119951084,https://inaturalist-open-data.s3.amazonaws.com/photos/119951084/medium.jpg,cc-by-sa,"(c) Ewout Knoester, some rights reserved (CC BY-SA)",-3.3269584179,39.9645051174,1,test,Rhizophora_mucronata_119951084.jpg
Rhizophora mucronata,105375351,176791829,https://inaturalist-open-data.s3.amazonaws.com/photos/176791829/medium.jpeg,cc-by,"(c) Mathew Rees, some rights reserved (CC BY)",-3.3656937766,39.9669310078,1,test,Rhizophora_mucronata_176791829.jpg
Rhizophora mucronata,105375351,176791843,https://inaturalist-open-data.s3.amazonaws.com/photos/176791843/medium.jpeg,cc-by,"(c) Mathew Rees, some rights reserved (CC BY)",-3.3656937766,39.9669310078,1,test,Rhizophora_mucronata_176791843.jpg
Rhizophora mucronata,113201582,191272723,https://inaturalist-open-data.s3.amazonaws.com/photos/191272723/medium.jpeg,cc-by,"(c) Augustin Soulard, some rights reserved (CC BY)",-12.92285,45.092328,1,test,Rhizophora_mucronata_191272723.jpg
Rhizophora mucronata,113201582,191272744,https://inaturalist-open-data.s3.amazonaws.com/photos/191272744/medium.jpeg,cc-by,"(c) Augustin Soulard, some rights reserved (CC BY)",-12.92285,45.092328,1,test,Rhizophora_mucronata_191272744.jpg
Rhizophora mucronata,159986223,276435613,https://inaturalist-open-data.s3.amazonaws.com/photos/276435613/medium.jpg,cc-by-sa,"(c) Thibaud Aronson, some rights reserved (CC BY-SA)",-4.4428808076,39.5334575315,1,test,Rhizophora_mucronata_276435613.jpg
Rhizophora mucronata,159986223,276435479,https://inaturalist-open-data.s3.amazonaws.com/photos/276435479/medium.jpg,cc-by-sa,"(c) Thibaud Aronson, some rights reserved (CC BY-SA)",-4.4428808076,39.5334575315,1,test,Rhizophora_mucronata_276435479.jpg
Rhizophora mucronata,195389091,343723540,https://inaturalist-open-data.s3.amazonaws.com/photos/343723540/medium.jpg,cc-by,"(c) Luke Lythgoe, some rights reserved (CC BY)",-6.281308912,39.4287268363,1,test,Rhizophora_mucronata_343723540.jpg
Rhizophora mucronata,195389110,343723650,https://inaturalist-open-data.s3.amazonaws.com/photos/343723650/medium.jpeg,cc-by,"(c) Luke Lythgoe, some rights reserved (CC BY)",-6.2882130983,39.4309754472,1,test,Rhizophora_mucronata_343723650.jpg
Rhizophora mucronata,195389118,343723690,https://inaturalist-open-data.s3.amazonaws.com/photos/343723690/medium.jpeg,cc-by,"(c) Luke Lythgoe, some rights reserved (CC BY)",-6.290987875,39.4314064829,1,test,Rhizophora_mucronata_343723690.jpg
Rhizophora mucronata,195389119,343723688,https://inaturalist-open-data.s3.amazonaws.com/photos/343723688/medium.jpeg,cc-by,"(c) Luke Lythgoe, some rights reserved (CC BY)",-6.2929500894,39.4302487126,1,test,Rhizophora_mucronata_343723688.jpg
Rhizophora mucronata,195389120,343723676,https://inaturalist-open-data.s3.amazonaws.com/photos/343723676/medium.jpeg,cc-by,"(c) Luke Lythgoe, some rights reserved (CC BY)",-6.293894394,39.4308495275,1,test,Rhizophora_mucronata_343723676.jpg
Rhizophora mucronata,195389122,343723772,https://inaturalist-open-data.s3.amazonaws.com/photos/343723772/medium.jpeg,cc-by,"(c) Luke Lythgoe, some rights reserved (CC BY)",-6.2954756181,39.4284462682,1,test,Rhizophora_mucronata_343723772.jpg
Rhizophora mucronata,277051547,497486314,https://inaturalist-open-data.s3.amazonaws.com/photos/497486314/medium.jpeg,cc-by,"(c) Stef, some rights reserved (CC BY)",-25.8571944444,32.7146944444,1,test,Rhizophora_mucronata_497486314.jpg
Rhizophora mucronata,277051547,497486404,https://inaturalist-open-data.s3.amazonaws.com/photos/497486404/medium.jpeg,cc-by,"(c) Stef, some rights reserved (CC BY)",-25.8571944444,32.7146944444,1,test,Rhizophora_mucronata_497486404.jpg
Rhizophora mucronata,305944043,551680171,https://inaturalist-open-data.s3.amazonaws.com/photos/551680171/medium.jpg,cc-by,"(c) Andreas De Beer, some rights reserved (CC BY)",-26.9054942764,32.8723912686,1,test,Rhizophora_mucronata_551680171.jpg
Rhizophora mucronata,305944043,551680221,https://inaturalist-open-data.s3.amazonaws.com/photos/551680221/medium.jpg,cc-by,"(c) Andreas De Beer, some rights reserved (CC BY)",-26.9054942764,32.8723912686,1,test,Rhizophora_mucronata_551680221.jpg
